Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,931.0,-34,65.6726,108.66093937243008,1.7272
d-025,IR02,535.0,-50,65.6726,1451.266862227451,0.8103
d-026,IR03,516.0,-39,65.6726,1014.391890114818,1.1716
d-027,IR04,694.0,-34,65.6726,365.42640814848045,1.2028
d-011,IR05,818.0,-25,65.6726,295.1737077052423,1.4268
d-023,IR06,799.0,-35,65.6726,248.06575051677524,1.377
d-022,IR07,1000.0,-31,65.6726,0.0,0.594
d-021,IR08,885.0,-32,65.6726,368.5979110078669,0.8375
d-020,IR09,654.0,-38,65.6726,308.2857501974487,1.008
d-004,IR10,1890.0,-38,65.6726,109.57910335416523,1.2387
d-028,PT01,412.0,34,65.6726,0.0,3.2472
d-029,PT02,347.0,-42,65.6726,142.78668363384133,2.1784
d-030,PT03,421.0,-38,65.6726,4.073222158328541,2.0868
d-031,PT04,685.0,-34,65.6726,115.56971156448586,2.3458
d-015,PT05,755.0,-28,65.6726,197.44250057344763,2.0832
d-019,PT06,283.0,-43,65.6726,150.50286720956032,2.6302
d-018,PT07,405.0,-47,65.6726,168.3651496775037,2.1168
d-017,PT08,411.0,-46,65.6726,223.73621813401465,1.7199
d-016,PT09,343.0,-44,65.6726,700.6605715362531,1.607
d-000,PT10,481.0,-44,65.6726,40.89648770614216,2.8304
