Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,3480.0,-27,65.9131,31.60422254910596,1.7272
d-025,IR02,11800.0,-26,65.9131,36.9483287291556,0.8103
d-026,IR03,1390.0,-29,65.9131,110.9889171940903,1.1716
d-027,IR04,5560.0,-27,65.9131,33.82668331715836,1.2028
d-011,IR05,3160.0,-28,65.9131,67.40136615557066,1.4268
d-023,IR06,4090.0,-34,65.9131,20.269877612240943,1.377
d-022,IR07,7690.0,-32,65.9131,0.0,0.594
d-021,IR08,3230.0,-34,65.9131,71.93478760047019,0.8375
d-020,IR09,4480.0,-32,65.9131,50.62505324133324,1.008
d-004,IR10,10600.0,-39,65.9131,14.335757201863354,1.2387
