Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,902.0,-91,66.2078,229.62386222885863,1.7272
a-025,IR02,1190.0,156,66.2078,663.7301157849666,0.8103
a-026,IR03,527.0,-2,66.2078,200.7146629054652,1.1716
a-027,IR04,1390.0,-36,66.2078,278.6672725932349,1.2028
a-011,IR05,1790.0,-43,66.2078,191.39117120612923,1.4268
a-023,IR06,720.0,-38,66.2078,122.9259133117572,1.377
a-022,IR07,2970.0,-32,66.2078,0.0,0.594
a-021,IR08,857.0,-41,66.2078,195.3570608496061,0.8375
a-020,IR09,1410.0,-40,66.2078,135.32747998398372,1.008
a-004,IR10,1590.0,-41,66.2078,101.07946190031235,1.2387
