Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,111.0,-58,66.0821,194.06032623618745,1.7272
a-025,IR02,289.0,-33,66.0821,576.313932478212,0.8103
a-026,IR03,650.0,-35,66.0821,29.629497621983127,1.1716
a-027,IR04,177.0,-51,66.0821,232.9935062428971,1.2028
a-011,IR05,445.0,-39,66.0821,160.4000623303905,1.4268
a-023,IR06,707.0,-38,66.0821,122.79028911890242,1.377
a-022,IR07,867.0,-36,66.0821,0.0,0.594
a-021,IR08,792.0,-40,66.0821,190.3480170000156,0.8375
a-020,IR09,1330.0,-40,66.0821,152.82888945681512,1.008
a-004,IR10,1480.0,-42,66.0821,127.90480438062332,1.2387
