Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,631.0,-61,206.3428374463524,1.7272,66.6903
a-025,IR02,652.0,-59,423.1631342175724,0.8103,66.6903
a-026,IR03,600.0,-45,401.27667002925375,1.1716,66.6903
a-027,IR04,669.0,-39,56.98242562234231,1.2028,66.6903
a-011,IR05,586.0,-42,187.890330163226,1.4268,66.6903
a-023,IR06,1840.0,9,138.52495917087677,1.377,66.6903
a-022,IR07,939.0,-34,0.0,0.594,66.6903
a-021,IR08,4580.0,-16,201.05820547606712,0.8375,66.6903
a-020,IR09,1390.0,-39,93.20322039072168,1.008,66.6903
a-004,IR10,4110.0,-56,86.57989152169378,1.2387,66.6903
