Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,660.0,-50,219.47068517935017,1.7272,67.1894
a-025,IR02,529.0,-59,441.54771852732273,0.8103,67.1894
a-026,IR03,661.0,-52,360.2896761825303,1.1716,67.1894
a-027,IR04,556.0,-45,211.84543756872884,1.2028,67.1894
a-011,IR05,444.0,-34,204.9772487115351,1.4268,67.1894
a-023,IR06,1010.0,-37,83.6771587775644,1.377,67.1894
a-022,IR07,1080.0,-39,0.0,0.594,67.1894
a-021,IR08,1260.0,-39,146.5079107277864,0.8375,67.1894
a-020,IR09,2000.0,-41,78.50042469607713,1.008,67.1894
a-004,IR10,2230.0,-43,56.09164006306592,1.2387,67.1894
