Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,432.0,-40,231.7742663388557,1.7272,67.0925
a-025,IR02,581.0,-41,632.8773452060734,0.8103,67.0925
a-026,IR03,350.0,-38,961.0460382919936,1.1716,67.0925
a-027,IR04,567.0,-36,251.2833303488816,1.2028,67.0925
a-011,IR05,537.0,-44,234.84759110341307,1.4268,67.0925
a-023,IR06,1070.0,-39,76.97170569227094,1.377,67.0925
a-022,IR07,1130.0,-39,0.0,0.594,67.0925
a-021,IR08,23200.0,-26,147.47344864026402,0.8375,67.0925
a-020,IR09,2100.0,-41,75.15123765124476,1.008,67.0925
a-004,IR10,2340.0,-43,54.54651466460436,1.2387,67.0925
