Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,7970.0,-28,66.4033,17.925855987459936,1.7272
d-025,IR02,48000.0,-24,66.4033,11.142069361247447,0.8103
d-026,IR03,3810.0,-23,66.4033,105.97682096185002,1.1716
d-027,IR04,11300.0,-26,66.4033,31.278028889328752,1.2028
d-007,IR05,4730.0,-27,66.4033,58.66572974955346,1.4268
d-028,IR06,224000.0,-22,66.4033,6.594585975325611,1.377
d-029,IR07,11400.0,-24,66.4033,0.0,0.594
d-030,IR08,84100.0,-24,66.4033,5.573484262149561,0.8375
d-031,IR09,7830.0,-21,66.4033,65.08699633699314,1.008
d-006,IR10,10900.0,-30,66.4033,21.71972096737075,1.2387
d-008,PT01,3620.0,-40,66.4033,0.0,3.2472
d-009,PT02,593.0,-33,66.4033,241.44396734390864,2.1784
d-010,PT03,59100.0,-25,66.4033,4.247137299214655,2.0868
d-011,PT04,589.0,-31,66.4033,112.85855134436332,2.3458
d-005,PT05,1010.0,-48,66.4033,63.804336871231975,2.0832
d-012,PT06,1510.0,-53,66.4033,22.718967694405364,2.6302
d-013,PT07,1490.0,-50,66.4033,35.81342298874809,2.1168
d-014,PT08,1470.0,-50,66.4033,134.8043490902189,1.7199
d-015,PT09,1560.0,-48,66.4033,111.12281205636816,1.607
d-004,PT10,1760.0,-61,66.4033,27.98517197895211,2.8304
