Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,3940.0,-27,65.5525,37.81718307267356,1.7272
d-025,IR02,11200.0,-26,65.5525,52.66314966935164,0.8103
d-026,IR03,1440.0,-28,65.5525,110.473156068953,1.1716
d-027,IR04,6100.0,-26,65.5525,98.90146283586104,1.2028
d-011,IR05,3280.0,-28,65.5525,31.15352761437976,1.4268
d-023,IR06,4570.0,-32,65.5525,15.197819833510218,1.377
d-022,IR07,8340.0,-33,65.5525,0.0,0.594
d-021,IR08,3330.0,-33,65.5525,34.0043372879153,0.8375
d-020,IR09,4650.0,-33,65.5525,626.3990638990482,1.008
d-004,IR10,10700.0,-40,65.5525,16.631602236980992,1.2387
d-028,PT01,4310.0,-29,65.5525,0.0,3.2472
d-029,PT02,2130.0,-25,65.5525,39.7354191113816,2.1784
d-030,PT03,20000.0,-20,65.5525,23.395251034168627,2.0868
d-031,PT04,4250.0,-26,65.5525,81.89883203708642,2.3458
d-015,PT05,4300.0,-26,65.5525,41.31692999780764,2.0832
d-019,PT06,588.0,-59,65.5525,75.17494514218413,2.6302
d-018,PT07,790.0,-63,65.5525,75.02418216704561,2.1168
d-017,PT08,939.0,-57,65.5525,43.39548661895756,1.7199
d-016,PT09,642.0,-55,65.5525,120.36157599974214,1.607
d-000,PT10,1260.0,-52,65.5525,57.79352715148009,2.8304
