Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,5200.0,-27,66.3366,34.6706781300788,1.7272
d-025,IR02,21200.0,-24,66.3366,24.89610023856586,0.8103
d-026,IR03,2580.0,-27,66.3366,118.63579538101996,1.1716
d-027,IR04,6760.0,-30,66.3366,24.00334109492227,1.2028
d-007,IR05,3470.0,-30,66.3366,60.33182503771133,1.4268
d-028,IR06,69700.0,-25,66.3366,25.134577146260416,1.377
d-029,IR07,10500.0,-26,66.3366,0.0,0.594
d-030,IR08,23800.0,-23,66.3366,23.194760757428128,0.8375
d-031,IR09,6180.0,-24,66.3366,63.34340072320923,1.008
d-006,IR10,10800.0,-32,66.3366,17.5373257158259,1.2387
d-008,PT01,3610.0,-39,66.3366,0.0,3.2472
d-009,PT02,843.0,-32,66.3366,102.98453116202772,2.1784
d-010,PT03,46300.0,-25,66.3366,4.073222158328503,2.0868
d-011,PT04,1020.0,-40,66.3366,39.15972656282207,2.3458
d-005,PT05,1420.0,-42,66.3366,61.53621390298238,2.0832
d-012,PT06,861.0,-66,66.3366,42.113400755330304,2.6302
d-013,PT07,948.0,-60,66.3366,63.8142008940338,2.1168
d-014,PT08,853.0,-58,66.3366,78.16863322142495,1.7199
d-015,PT09,919.0,-54,66.3366,73.81886936958121,1.607
d-004,PT10,1110.0,-72,66.3366,42.65502022002797,2.8304
