Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,6100.0,-24,66.3067,38.93629529340741,1.7272
d-025,IR02,11400.0,-23,66.3067,37.883282514304135,0.8103
d-026,IR03,378.0,-22,66.3067,292.9222810336535,1.1716
d-027,IR04,1550.0,-22,66.3067,146.30899695582224,1.2028
d-007,IR05,1300.0,-30,66.3067,143.06164983950066,1.4268
d-028,IR06,39300.0,-23,66.3067,9.21634647125004,1.377
d-029,IR07,7680.0,-25,66.3067,0.0,0.594
d-030,IR08,14000.0,-22,66.3067,54.86792282929861,0.8375
d-031,IR09,3550.0,-22,66.3067,121.67055372105516,1.008
d-006,IR10,7780.0,-32,66.3067,24.00686154133764,1.2387
d-008,PT01,3740.0,-37,66.3067,0.0,3.2472
d-009,PT02,1080.0,-34,66.3067,75.08439503940652,2.1784
d-010,PT03,42000.0,-26,66.3067,5.198910892530486,2.0868
d-011,PT04,1200.0,-38,66.3067,41.54407935411759,2.3458
d-005,PT05,1390.0,-40,66.3067,74.28312516073409,2.0832
d-012,PT06,771.0,-68,66.3067,43.32963685641743,2.6302
d-013,PT07,1210.0,-62,66.3067,40.32446051173907,2.1168
d-014,PT08,1210.0,-54,66.3067,73.84058159753117,1.7199
d-015,PT09,901.0,-53,66.3067,79.65870470534797,1.607
d-004,PT10,940.0,-71,66.3067,42.95407291450264,2.8304
