Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,7770.0,-26,66.3078,20.31923611358552,1.7272
d-025,IR02,25400.0,-23,66.3078,37.615251152727296,0.8103
d-026,IR03,529.0,-21,66.3078,328.2821650865803,1.1716
d-027,IR04,3240.0,-29,66.3078,45.86357323109124,1.2028
d-007,IR05,1400.0,-28,66.3078,89.08958512252447,1.4268
d-028,IR06,2920.0,47,66.3078,25.045563097033693,1.377
d-029,IR07,9640.0,-29,66.3078,0.0,0.594
d-030,IR08,53300.0,-20,66.3078,11.14548630284826,0.8375
d-031,IR09,49500.0,-49,66.3078,116.59430252025356,1.008
d-006,IR10,10400.0,-31,66.3078,27.468770171033867,1.2387
d-008,PT01,3550.0,-40,66.3078,0.0,3.2472
d-009,PT02,705.0,-33,66.3078,109.25927618427336,2.1784
d-010,PT03,50800.0,-25,66.3078,4.506110213077873,2.0868
d-011,PT04,822.0,-38,66.3078,86.79639216650679,2.3458
d-005,PT05,940.0,-44,66.3078,72.38186320848683,2.0832
d-012,PT06,989.0,-62,66.3078,39.864756146559216,2.6302
d-013,PT07,744.0,-54,66.3078,70.02485947669034,2.1168
d-014,PT08,926.0,-54,66.3078,60.72543923271845,1.7199
d-015,PT09,894.0,-55,66.3078,61.49028686456784,1.607
d-004,PT10,1230.0,-68,66.3078,40.73449797799884,2.8304
