Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,3880.0,-27,65.8548,38.413247153003326,1.7272
d-025,IR02,10900.0,-26,65.8548,37.49463217634461,0.8103
d-026,IR03,1460.0,-29,65.8548,102.7538756213442,1.1716
d-027,IR04,5940.0,-26,65.8548,29.929528301647142,1.2028
d-011,IR05,3240.0,-28,65.8548,59.67033884200865,1.4268
d-023,IR06,4640.0,-33,65.8548,20.22308294627388,1.377
d-022,IR07,8490.0,-33,65.8548,0.0,0.594
d-021,IR08,3350.0,-34,65.8548,66.28027110107529,0.8375
d-020,IR09,4890.0,-33,65.8548,52.65761780591651,1.008
d-004,IR10,10900.0,-40,65.8548,17.37151816219849,1.2387
d-028,PT01,4210.0,-29,65.8548,0.0,3.2472
d-029,PT02,2050.0,-26,65.8548,38.60742271325685,2.1784
d-030,PT03,19700.0,-20,65.8548,12.37232801841028,2.0868
d-031,PT04,4140.0,-27,65.8548,28.675583245180523,2.3458
d-015,PT05,4220.0,-26,65.8548,45.21394975535647,2.0832
d-019,PT06,518.0,-58,65.8548,71.21189965080704,2.6302
d-018,PT07,763.0,-64,65.8548,72.23879295308302,2.1168
d-017,PT08,906.0,-57,65.8548,52.6355607376089,1.7199
d-016,PT09,618.0,-56,65.8548,116.01885979612013,1.607
d-000,PT10,1210.0,-52,65.8548,59.80015935581684,2.8304
