Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,249.0,-34,65.5884,289.6714409567726,1.7272
d-025,IR02,492.0,-32,65.5884,638.0194736359139,0.8103
d-026,IR03,549.0,-47,65.5884,993.0535493841963,1.1716
d-027,IR04,634.0,-39,65.5884,388.2500660851453,1.2028
d-011,IR05,1020.0,-25,65.5884,211.82056588546007,1.4268
d-023,IR06,402.0,-36,65.5884,272.24900350627075,1.377
d-022,IR07,1080.0,-30,65.5884,0.0,0.594
d-021,IR08,915.0,-32,65.5884,388.61079219293697,0.8375
d-020,IR09,715.0,-36,65.5884,306.7902930403213,1.008
d-004,IR10,826.0,-38,65.5884,270.59093846378414,1.2387
d-028,PT01,1290.0,-30,65.5884,0.0,3.2472
d-029,PT02,354.0,-39,65.5884,116.49435115640418,2.1784
d-030,PT03,438.0,-36,65.5884,-22.06175078519459,2.0868
d-031,PT04,757.0,-32,65.5884,98.25141264035322,2.3458
d-015,PT05,749.0,-25,65.5884,225.67960186557352,2.0832
d-019,PT06,298.0,-47,65.5884,150.78942089638988,2.6302
d-018,PT07,406.0,-48,65.5884,137.49744452509748,2.1168
d-017,PT08,423.0,-45,65.5884,203.5406179455418,1.7199
d-016,PT09,333.0,-42,65.5884,692.8821023389896,1.607
d-000,PT10,515.0,-44,65.5884,11.822492488413307,2.8304
