Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,25800.0,-27,66.3016,13.663733209813328,1.7272
d-025,IR02,40200.0,-25,66.3016,19.76159510405882,0.8103
d-026,IR03,22000.0,-26,66.3016,75.7727568838092,1.1716
d-027,IR04,158000.0,-28,66.3016,419.93041876659544,1.2028
d-007,IR05,22700.0,-28,66.3016,37.26139746413437,1.4268
d-028,IR06,223000.0,-19,66.3016,3.3869474797744834,1.377
d-029,IR07,11300.0,-24,66.3016,0.0,0.594
d-030,IR08,110000.0,-23,66.3016,85.63337160351102,0.8375
d-031,IR09,83100.0,-31,66.3016,65.43319911640624,1.008
d-006,IR10,10900.0,-30,66.3016,21.71972096737075,1.2387
d-008,PT01,3580.0,-40,66.3016,0.0,3.2472
d-009,PT02,537.0,-27,66.3016,161.81081885003596,2.1784
d-010,PT03,57500.0,-25,66.3016,4.00525043527594,2.0868
d-011,PT04,581.0,-31,66.3016,119.26421046849303,2.3458
d-005,PT05,1000.0,-48,66.3016,60.82732520687907,2.0832
d-012,PT06,625.0,-62,66.3016,34.673371643949736,2.6302
d-013,PT07,638.0,-59,66.3016,50.176694609483384,2.1168
d-014,PT08,924.0,-60,66.3016,97.72430907506515,1.7199
d-015,PT09,938.0,-56,66.3016,67.38266126420487,1.607
d-004,PT10,1190.0,-71,66.3016,33.97832368586097,2.8304
d-023,G1X1-1,7220.0,-53,66.3016,4.194570135746776,4.0
d-022,G1X1-2,16900.0,-59,66.3016,1.0743503987652383,4.0
d-021,G3X3S-1,11700.0,-66,66.3016,2.1180170251529127,3.9204
d-020,G3X3S-2,11400.0,-62,66.3016,2.2026909797119862,3.9204
d-019,G2X2S-1,11000.0,-57,66.3016,1.8206942582468821,3.9601
d-018,G2X2S-2,6750.0,-60,66.3016,3.6303301907112644,3.9601
d-017,G2X2L-1,17000.0,-64,66.3016,1.3128698224854791,4.0
d-016,G2X2L-2,11200.0,-57,66.3016,1.9953041144903152,4.0
