Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,615.0,-30,25.5715,208.2071471836381,1.7272
a-025,IR02,604.0,-43,25.5715,730.4736937048758,0.8103
a-026,IR03,436.0,-46,25.5715,439.6690671473206,1.1716
a-027,IR04,637.0,-33,25.5715,250.84356914730594,1.2028
a-011,IR05,1680.0,-29,25.5715,183.3815647379178,1.4268
a-023,IR06,661.0,-38,25.5715,118.66153868955922,1.377
a-022,IR07,852.0,-35,25.5715,0.0,0.594
a-021,IR08,753.0,-39,25.5715,190.6777202231863,0.8375
a-020,IR09,1230.0,-41,25.5715,143.6231188490287,1.008
a-004,IR10,1400.0,-43,25.5715,113.56222198173421,1.2387
a-028,PT01,5060.0,-34,25.5715,0.0,3.2472
a-029,PT02,1140.0,-43,25.5715,21.748848837537174,2.1784
a-030,PT03,12200.0,-30,25.5715,58.23372493249304,2.0868
a-031,PT04,2100.0,-38,25.5715,26.922635067052955,2.3458
a-015,PT05,2640.0,-38,25.5715,27.6274464782552,2.0832
a-019,PT06,594.0,-71,25.5715,48.33089099774786,2.6302
a-018,PT07,426.0,-67,25.5715,53.336131461127366,2.1168
a-017,PT08,816.0,-66,25.5715,64.20766860329731,1.7199
a-016,PT09,567.0,-64,25.5715,93.0542077710788,1.607
a-000,PT10,781.0,-64,25.5715,40.8121711527594,2.8304
