Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-028,PT01,1950.0,-35,66.2799,0.0,3.2472
a-029,PT02,565.0,-42,66.2799,71.66492063118851,2.1784
a-030,PT03,529.0,-38,66.2799,-26.47410094223351,2.0868
a-031,PT04,1000.0,-27,66.2799,109.09933009055496,2.3458
a-015,PT05,1060.0,-32,66.2799,116.16475581138256,2.0832
a-019,PT06,345.0,-55,66.2799,86.53058635120944,2.6302
a-018,PT07,494.0,-53,66.2799,109.57664856247156,2.1168
a-017,PT08,570.0,-49,66.2799,139.7040078358953,1.7199
a-016,PT09,809.0,-51,66.2799,269.85304676657665,1.607
a-000,PT10,668.0,-50,66.2799,11.376483889193809,2.8304
