Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-028,PT01,1710.0,-41,66.461,0.0,3.2472
a-029,PT02,982.0,-39,66.461,37.2889305816184,2.1784
a-030,PT03,823.0,-39,66.461,39.27832087407082,2.0868
a-031,PT04,1660.0,-31,66.461,69.07263634577636,2.3458
a-015,PT05,1660.0,-35,66.461,60.03551604503746,2.0832
a-019,PT06,1020.0,-18,66.461,119.7364341993794,2.6302
a-018,PT07,1480.0,-25,66.461,105.50590363308623,2.1168
a-017,PT08,2450.0,1,66.461,143.63746813651434,1.7199
a-016,PT09,1320.0,-65,66.461,201.6599869742649,1.607
a-000,PT10,1720.0,-55,66.461,81.24710871140275,2.8304
