Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-028,PT01,2270.0,-34,66.5257,0.0,3.2472
a-029,PT02,1000.0,-41,66.5257,36.586561706315976,2.1784
a-030,PT03,1720.0,-29,66.5257,37.27359163186424,2.0868
a-031,PT04,1680.0,-32,66.5257,53.83732986257488,2.3458
a-015,PT05,1680.0,-36,66.5257,54.81278801843647,2.0832
a-019,PT06,1070.0,-37,66.5257,25.25004550348114,2.6302
a-018,PT07,1410.0,-30,66.5257,137.29147989950368,2.1168
a-017,PT08,2010.0,-33,66.5257,141.3578635840405,1.7199
a-016,PT09,491.0,-53,66.5257,205.18722249099457,1.607
a-000,PT10,1470.0,-67,66.5257,70.20832640575671,2.8304
