Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-028,PT01,2000.0,-46,66.4597,0.0,3.2472
a-029,PT02,1090.0,-42,66.4597,31.48138866689578,2.1784
a-030,PT03,985.0,-37,66.4597,32.351764678467944,2.0868
a-031,PT04,2050.0,-33,66.4597,38.71895433409581,2.3458
a-015,PT05,1990.0,-36,66.4597,40.14164598841753,2.0832
a-019,PT06,403.0,-63,66.4597,76.50614460439972,2.6302
a-018,PT07,507.0,-59,66.4597,88.11657279399553,2.1168
a-017,PT08,627.0,-58,66.4597,113.2251717255074,1.7199
a-016,PT09,377.0,-58,66.4597,173.35651280893853,1.607
a-000,PT10,798.0,-52,66.4597,83.16504805711854,2.8304
