Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-028,PT01,30600.0,-34,2.014201497367048,3.2472,67.0925
a-029,PT02,726.0,-39,22.137207192386352,2.1784,67.0925
a-030,PT03,1070.0,-25,40.88873652703209,2.0868,67.0925
a-031,PT04,1290.0,-33,31.873659633913384,2.3458,67.0925
a-015,PT05,1720.0,-33,31.96103627555668,2.0832,67.0925
a-019,PT06,379.0,-76,41.68652247080564,2.6302,67.0925
a-018,PT07,360.0,-69,44.95620198903948,2.1168,67.0925
a-017,PT08,799.0,-68,55.63114134542652,1.7199,67.0925
a-016,PT09,666.0,-59,81.27742409011988,1.607,67.0925
a-000,PT10,726.0,-61,29.54328724373529,2.8304,67.0925
