Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-028,PT01,22800.0,-31,66.3123,0.0,3.2472
a-029,PT02,684.0,-47,66.3123,15.337945045531615,2.1784
a-030,PT03,857.0,-27,66.3123,60.81874166981781,2.0868
a-031,PT04,1020.0,-42,66.3123,36.27755534117489,2.3458
a-015,PT05,1480.0,-37,66.3123,45.37854223574901,2.0832
a-019,PT06,589.0,-73,66.3123,38.21282967659758,2.6302
a-018,PT07,431.0,-61,66.3123,41.20953937130441,2.1168
a-017,PT08,873.0,-67,66.3123,53.248736245135945,1.7199
a-016,PT09,628.0,-68,66.3123,82.92488815202081,1.607
a-000,PT10,171.0,108,66.3123,34.71331405546211,2.8304
